Age,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Mood Score,Stress Level,Year,Month,Day,Gender_Male,Gender_Other,Productivity Class
22,22.97,4.38,5.41,2,45,186,146,9.628859283689245,5,9,2024,1,12,1.0,0.0,1
21,23.1,7.37,8.27,1,55,211,177,5.244089942066365,5,8,2024,11,2,1.0,0.0,1
27,23.9,5.45,5.55,4,68,41,109,10.523730379255316,6,5,2024,10,13,0.0,1.0,0
20,23.88,5.27,5.38,4,80,114,19,6.723026406714148,5,1,2024,9,29,0.0,0.0,0
52,21.98,6.14,8.16,5,51,168,53,11.028723395006717,9,5,2024,9,16,0.0,0.0,1
23,22.3,7.36,9.06,5,81,212,88,11.645623281720836,7,8,2024,8,13,0.0,0.0,1
36,21.47,4.51,7.04,9,81,156,2,9.998689787075238,8,5,2024,4,21,0.0,1.0,1
45,23.92,6.42,6.5,9,65,157,103,10.901676710236384,5,8,2024,12,22,1.0,0.0,1
18,23.78,9.28,9.5,4,82,28,130,6.752867738583751,1,8,2024,12,16,0.0,0.0,1
43,22.43,7.77,9.34,7,72,205,4,9.388440470156551,9,7,2024,3,28,1.0,0.0,1
54,21.45,6.47,9.02,6,75,70,172,4.593816926947637,1,5,2024,8,7,0.0,1.0,1
36,23.48,6.02,6.53,9,19,82,113,8.382003673204952,5,10,2024,1,24,1.0,0.0,1
27,22.5,5.46,6.96,1,44,145,74,4.231010154125891,4,8,2024,7,8,0.0,0.0,0
59,20.08,5.21,9.12,5,86,179,85,6.061524198671653,10,1,2024,3,24,0.0,1.0,0
55,22.75,7.75,9.0,7,0,232,19,9.179504805112,8,5,2024,3,11,0.0,0.0,1
28,22.7,7.89,9.19,8,18,192,54,11.51596629217985,6,1,2024,3,12,0.0,1.0,0
33,21.83,3.3,5.47,9,17,125,153,5.718620328800204,6,2,2024,4,1,1.0,0.0,0
18,23.22,6.23,7.02,9,5,5,120,9.089090029688212,5,4,2024,12,1,0.0,0.0,1
34,21.83,5.67,7.83,6,29,170,92,8.079990916474173,4,4,2024,10,16,0.0,0.0,1
49,22.48,4.71,6.23,10,13,127,84,9.319848201904248,3,6,2024,4,25,1.0,0.0,1
45,20.45,3.55,7.1,6,31,102,161,9.44781938154576,1,7,2024,4,17,0.0,1.0,0
34,23.77,4.9,5.13,2,57,88,98,7.61064970607588,6,7,2024,9,25,0.0,0.0,1
20,21.08,5.45,8.37,3,42,167,92,6.573126677187188,7,3,2024,10,9,0.0,1.0,1
36,23.33,8.2,8.87,9,52,299,45,4.566189361122444,6,6,2024,12,11,1.0,0.0,1
43,21.18,4.81,7.62,3,73,135,115,6.59754285280013,7,7,2024,4,14,1.0,0.0,0
52,22.52,5.24,6.73,7,86,295,23,4.001001110052604,9,7,2024,12,18,0.0,0.0,1
39,22.93,5.9,6.96,7,31,256,44,9.372849528811772,6,6,2024,10,20,0.0,0.0,1
26,21.83,3.18,5.35,10,63,214,14,5.959907780383523,3,3,2024,6,29,0.0,1.0,1
24,21.22,4.94,7.72,1,12,121,26,7.701040405401799,3,10,2024,11,28,0.0,0.0,0
57,20.78,5.17,8.39,10,0,8,111,8.10721748260497,8,10,2024,5,21,0.0,1.0,0
39,22.87,6.99,8.12,7,58,153,171,9.646134154461116,5,1,2024,12,23,0.0,1.0,1
27,22.45,7.61,9.16,2,12,278,35,11.223277905874555,4,5,2024,1,11,1.0,0.0,0
21,20.62,3.48,6.86,9,20,223,109,7.885712372860909,4,6,2024,11,17,0.0,1.0,0
37,22.05,5.05,7.0,4,34,242,172,9.086319478393133,4,1,2024,5,14,0.0,0.0,0
24,20.2,4.68,8.48,6,15,296,179,7.8963543957597055,5,8,2024,10,24,1.0,0.0,0
52,23.23,5.86,6.62,2,43,221,143,10.003446790670903,1,6,2024,9,22,0.0,1.0,0
28,23.27,8.14,8.87,2,39,152,149,8.22164336747435,9,5,2024,10,28,1.0,0.0,0
29,21.58,2.25,4.67,7,14,248,16,4.966261437120149,5,6,2024,1,5,0.0,0.0,1
41,21.53,2.3,4.77,5,31,194,67,10.982181804427366,3,4,2024,4,13,0.0,1.0,0
39,21.18,6.4,9.21,5,59,28,19,7.331136734878923,2,6,2024,4,2,0.0,0.0,0
29,20.27,2.04,5.78,8,7,227,119,8.473398389972047,1,3,2024,9,2,1.0,0.0,1
20,22.97,4.48,5.52,5,20,105,102,6.567851788739827,3,2,2024,11,16,1.0,0.0,1
43,20.73,3.09,6.36,3,74,154,67,9.42078568630754,5,10,2024,1,17,0.0,0.0,1
58,21.58,4.68,7.1,8,0,281,48,7.270964487628517,2,2,2024,2,26,0.0,0.0,1
57,23.77,7.34,7.58,5,68,51,72,10.310573768738708,5,1,2024,2,22,1.0,0.0,0
23,21.68,5.67,7.98,3,76,129,159,8.845434527181197,4,2,2024,11,22,0.0,0.0,0
56,22.07,4.64,6.57,9,56,231,100,5.740349056780086,6,5,2024,7,26,0.0,0.0,1
36,23.9,5.08,5.18,10,21,294,124,4.988824792382804,1,7,2024,7,29,1.0,0.0,0
21,21.9,4.04,6.14,5,56,162,36,8.992608374847197,1,7,2024,3,27,0.0,1.0,0
40,20.78,1.53,4.74,1,59,239,157,5.7435823736221945,9,7,2024,1,3,0.0,1.0,0
22,23.92,9.19,9.27,2,67,113,21,7.470187213283777,2,9,2024,10,12,1.0,0.0,1
18,22.83,3.65,4.82,6,63,28,101,8.798672942092553,9,10,2024,10,12,0.0,1.0,1
50,20.95,4.24,7.29,6,36,5,61,4.039843068730065,8,9,2024,11,8,0.0,1.0,1
26,22.05,4.74,6.69,6,80,278,125,6.96003871245476,5,2,2024,10,24,0.0,0.0,1
59,21.8,4.4,6.6,10,71,20,120,4.1766382724432365,1,9,2024,10,3,1.0,0.0,1
57,23.48,8.8,9.32,9,27,155,35,10.5518105441328,6,10,2024,7,3,1.0,0.0,0
32,20.08,3.29,7.21,9,59,111,51,5.3586915040967,8,3,2024,3,8,0.0,1.0,0
43,22.62,4.69,6.07,4,30,161,139,8.559176313362416,5,10,2024,11,2,0.0,0.0,0
18,21.3,5.33,8.03,2,38,16,42,8.556461317423373,1,3,2024,1,5,0.0,1.0,0
46,23.72,6.82,7.11,8,78,215,30,5.257875235503231,2,6,2024,4,21,0.0,1.0,0
56,22.18,4.55,6.36,7,80,240,67,4.936752649119985,3,6,2024,7,26,0.0,1.0,0
28,20.65,1.49,4.84,9,58,122,117,7.994337183767831,3,2,2024,3,30,0.0,1.0,0
57,22.4,4.42,6.02,10,43,178,82,5.897857838748643,10,5,2024,11,9,0.0,1.0,0
58,22.97,6.96,8.0,8,40,69,23,6.745178038862453,2,8,2024,1,28,0.0,0.0,1
56,21.87,4.33,6.46,2,0,3,3,6.3288392442174,2,9,2024,1,27,0.0,0.0,1
31,22.0,3.67,5.67,9,25,143,158,9.301382957253336,9,2,2024,3,3,0.0,1.0,1
41,21.23,5.86,8.62,10,54,149,141,8.085348972325633,6,4,2024,12,30,0.0,1.0,1
59,23.07,8.51,9.44,4,45,141,63,6.30933462134533,1,7,2024,3,10,0.0,1.0,1
20,21.98,4.15,6.17,2,69,89,130,10.241866937214407,6,6,2024,6,2,0.0,1.0,1
51,20.18,5.08,8.9,3,46,182,153,5.162088914998646,6,4,2024,2,27,0.0,0.0,0
40,23.3,8.45,9.15,4,5,137,98,4.034695269495212,6,5,2024,12,28,0.0,1.0,0
42,21.6,6.17,8.57,8,11,181,77,4.009943029189432,7,9,2024,9,3,1.0,0.0,1
34,20.87,3.29,6.42,2,82,133,75,7.40056596390728,7,1,2024,11,29,1.0,0.0,0
58,21.65,2.44,4.79,2,24,275,156,10.382745781042845,10,2,2024,4,2,0.0,0.0,1
40,23.68,5.37,5.68,2,42,32,23,6.14419210074321,7,5,2024,12,20,1.0,0.0,0
22,22.47,6.83,8.36,10,28,68,31,9.190369317891248,5,1,2024,9,20,1.0,0.0,0
36,22.12,7.19,9.08,6,85,16,79,11.202268909007572,8,6,2024,6,27,0.0,1.0,0
20,21.77,2.39,4.62,6,5,229,173,7.040689158504477,6,2,2024,2,21,0.0,1.0,1
19,21.42,5.47,8.05,10,54,279,88,10.190406386310306,7,2,2024,10,29,0.0,1.0,1
22,22.92,4.24,5.33,7,36,35,73,8.915671407786903,5,6,2024,9,4,1.0,0.0,0
46,20.2,5.35,9.15,8,63,227,8,4.4660127676644334,1,2,2024,6,17,0.0,1.0,0
41,20.47,4.66,8.2,2,80,74,100,7.269766097821283,8,8,2024,12,25,0.0,1.0,1
28,22.42,4.82,6.41,10,31,45,155,11.837349407869736,2,6,2024,11,25,1.0,0.0,0
25,23.75,5.8,6.05,8,75,156,161,8.556589402157545,7,2,2024,8,29,0.0,1.0,0
41,20.62,1.21,4.59,4,12,287,82,10.349300077582928,10,7,2024,7,9,0.0,0.0,0
26,22.57,5.73,7.16,8,34,145,77,5.783657661521683,1,8,2024,11,29,1.0,0.0,1
30,21.67,3.44,5.78,4,37,253,139,4.1685760852552045,2,7,2024,8,23,0.0,0.0,0
18,20.87,3.85,6.98,7,9,156,167,8.180281884680946,8,6,2024,1,31,0.0,0.0,0
42,21.52,3.05,5.54,2,23,162,29,4.128938435902114,1,1,2024,9,4,0.0,1.0,0
47,20.45,4.57,8.12,10,11,142,9,7.142103847580621,1,6,2024,7,14,0.0,1.0,1
48,20.15,3.74,7.59,1,8,206,166,5.797532130157145,8,2,2024,6,18,0.0,0.0,0
39,21.07,5.62,8.55,3,3,86,45,11.47703374994224,2,10,2024,5,18,1.0,0.0,1
50,20.38,2.48,6.1,7,37,25,123,9.356125660816096,8,4,2024,11,22,0.0,0.0,0
32,21.38,5.89,8.5,4,52,246,171,6.823669819674713,7,8,2024,2,21,1.0,0.0,0
18,22.13,4.58,6.45,10,73,24,81,10.997275473066946,10,6,2024,12,15,0.0,0.0,0
20,20.25,5.24,8.99,3,1,54,17,9.764590144479744,10,7,2024,2,10,0.0,0.0,0
23,22.85,6.08,7.23,2,31,46,161,4.343167276248609,1,7,2024,6,19,0.0,1.0,0
48,23.87,6.92,7.06,6,39,137,9,9.695833026699969,4,2,2024,2,25,0.0,0.0,1
36,22.05,6.48,8.43,1,23,123,67,5.077919881272753,8,10,2024,6,20,0.0,1.0,1
18,23.15,5.02,5.87,1,58,88,94,6.980613411664232,7,6,2024,1,9,0.0,0.0,0
18,23.83,6.52,6.68,10,42,187,25,7.019454529743742,2,5,2024,8,14,1.0,0.0,1
26,22.68,4.52,5.84,7,49,9,112,9.322251146052476,10,8,2024,5,7,1.0,0.0,0
54,23.62,5.05,5.43,7,79,60,74,6.8915960496636925,3,5,2024,4,27,1.0,0.0,0
53,23.27,6.66,7.4,4,19,96,143,9.22908021125468,8,1,2024,10,19,1.0,0.0,0
25,23.17,8.48,9.31,5,25,242,65,5.058983675220021,8,8,2024,2,27,0.0,0.0,1
56,22.77,4.65,5.88,5,27,13,19,5.316014764011709,10,1,2024,1,1,0.0,0.0,1
54,22.8,4.47,5.67,10,8,140,17,5.50144507456782,2,5,2024,7,2,0.0,0.0,1
20,21.42,3.63,6.21,4,32,148,144,8.894811868253829,2,9,2024,9,19,0.0,0.0,1
42,23.03,6.13,7.1,10,26,218,128,6.937372318041848,9,10,2024,1,19,0.0,1.0,0
28,20.2,3.34,7.14,9,73,63,10,5.238650545547574,4,4,2024,11,16,0.0,1.0,0
27,21.23,1.92,4.69,1,57,194,160,5.126113749593761,9,2,2024,1,30,0.0,0.0,0
34,21.9,5.34,7.44,4,65,245,89,6.285673958898622,4,1,2024,3,21,1.0,0.0,1
23,21.43,6.81,9.37,7,69,25,169,6.945841513286655,4,3,2024,6,24,0.0,0.0,0
27,23.2,8.33,9.13,1,71,196,101,8.733715606617334,6,10,2024,6,28,0.0,0.0,0
45,21.87,6.15,8.28,8,84,123,160,8.684693174735914,3,10,2024,9,23,0.0,1.0,0
51,21.9,5.5,7.6,10,46,214,27,9.192829078916798,9,7,2024,10,5,1.0,0.0,0
19,20.62,1.8,5.18,5,11,96,85,8.226194127405044,2,4,2024,7,12,0.0,0.0,0
48,20.28,4.14,7.85,8,32,132,77,5.868722066034912,7,8,2024,12,14,1.0,0.0,0
33,23.28,6.73,7.44,10,22,35,37,9.414207614330913,2,2,2024,9,6,1.0,0.0,1
50,21.63,3.29,5.66,5,61,278,148,11.571603665286156,7,1,2024,7,29,1.0,0.0,1
35,21.72,5.16,7.44,2,14,195,178,6.44165810095993,9,10,2024,3,5,1.0,0.0,1
52,21.35,5.89,8.54,8,22,164,172,6.615299738019138,4,8,2024,1,25,1.0,0.0,0
53,20.42,2.12,5.7,3,18,57,166,6.274272477747893,4,6,2024,12,5,0.0,1.0,0
21,22.48,4.86,6.38,2,52,277,67,6.300476520725591,3,2,2024,3,16,0.0,0.0,1
59,22.8,3.96,5.16,3,65,279,124,5.468009498428556,4,6,2024,1,9,0.0,1.0,0
30,21.85,4.02,6.17,7,47,245,89,7.898749369143872,4,3,2024,11,9,0.0,0.0,0
26,22.92,3.91,5.0,10,25,59,127,6.355042871023524,8,10,2024,4,6,0.0,0.0,1
58,23.9,5.79,5.89,7,51,1,160,6.180744447868765,10,9,2024,11,9,0.0,1.0,0
57,20.58,2.82,6.24,5,86,148,71,10.012930099458474,8,8,2024,12,12,0.0,1.0,1
22,21.9,6.85,8.95,10,10,295,101,4.826221482248671,2,7,2024,5,29,0.0,0.0,0
27,21.63,5.34,7.71,3,59,271,168,7.932313954121575,4,7,2024,7,27,1.0,0.0,1
59,23.98,7.84,7.86,10,50,28,18,8.851822779055102,4,8,2024,9,9,0.0,1.0,0
25,21.0,2.59,5.59,7,13,297,98,6.7940763299423965,9,8,2024,2,23,1.0,0.0,1
55,23.77,5.15,5.38,6,84,236,131,4.5641764303088594,9,4,2024,3,5,1.0,0.0,1
37,23.13,7.64,8.51,5,40,103,25,6.2775943607960345,4,8,2024,7,23,0.0,1.0,0
49,23.48,4.75,5.27,10,79,199,75,9.40008796868823,10,4,2024,12,13,0.0,0.0,0
39,20.95,1.9,4.95,7,2,133,12,8.265281997383141,1,8,2024,12,2,0.0,0.0,1
58,21.3,6.11,8.81,2,32,73,134,11.940802427676328,6,1,2024,2,8,0.0,1.0,0
20,20.72,5.01,8.29,6,51,181,164,7.982374376270066,4,7,2024,7,1,0.0,0.0,1
19,22.25,7.04,8.79,4,51,173,168,10.585891513688589,3,10,2024,3,26,0.0,0.0,0
51,22.58,6.64,8.06,4,28,13,4,6.936469506807758,3,1,2024,6,2,0.0,0.0,0
18,22.52,5.35,6.84,1,14,180,29,7.512639890702313,3,4,2024,8,15,0.0,1.0,1
39,21.9,5.65,7.75,9,49,179,85,9.177141434640872,8,2,2024,2,12,0.0,1.0,0
34,23.32,7.11,7.79,4,42,199,120,9.596845981097765,9,4,2024,9,12,1.0,0.0,0
20,21.95,6.72,8.77,9,55,268,25,8.34290781872966,6,10,2024,8,14,1.0,0.0,1
29,22.43,5.36,6.92,6,61,210,71,11.562903827468286,2,6,2024,1,10,0.0,1.0,0
49,20.15,2.56,6.41,5,68,54,84,9.998027458604495,8,1,2024,11,5,0.0,1.0,1
41,23.97,8.67,8.7,4,0,203,148,4.4342674380526965,4,10,2024,11,12,0.0,0.0,0
37,22.02,5.63,7.61,9,18,142,102,10.797541226482084,1,2,2024,6,30,0.0,1.0,1
19,22.98,5.25,6.26,2,39,285,62,10.45243698099415,2,7,2024,6,25,1.0,0.0,1
58,23.32,7.77,8.45,7,78,72,67,7.85276938750622,3,10,2024,1,12,1.0,0.0,0
36,23.85,5.68,5.83,10,43,92,64,11.518526745177988,6,8,2024,1,24,0.0,1.0,0
24,22.32,6.9,8.58,5,72,154,152,8.463814802290305,9,9,2024,8,22,0.0,0.0,0
38,23.02,3.56,4.55,1,45,218,70,7.876298741508419,9,2,2024,12,4,0.0,0.0,0
36,22.58,4.15,5.57,7,25,1,161,8.462254833703458,5,5,2024,11,10,0.0,0.0,1
57,21.28,2.22,4.94,6,27,106,48,5.3032215463439085,10,8,2024,5,6,0.0,1.0,1
30,22.3,3.25,4.95,9,84,60,157,7.628461037725898,6,5,2024,6,11,0.0,1.0,1
28,22.75,7.68,8.93,3,49,208,130,11.314873038816426,9,1,2024,8,21,0.0,1.0,1
52,23.73,5.4,5.67,2,74,20,111,8.95719745214652,10,7,2024,5,15,0.0,1.0,0
35,21.72,5.79,8.08,4,24,176,117,9.18932377970113,10,8,2024,10,10,0.0,1.0,1
26,23.88,6.51,6.63,6,64,216,90,11.241799388239524,1,2,2024,3,18,0.0,1.0,0
56,21.87,4.67,6.8,4,37,140,60,10.727536195934604,1,2,2024,10,14,1.0,0.0,0
49,21.73,3.4,5.67,4,19,6,90,5.148488972459027,1,5,2024,6,14,0.0,1.0,0
29,22.72,4.05,5.33,8,2,38,50,4.358613713227989,6,10,2024,10,11,1.0,0.0,0
32,22.88,7.52,8.64,6,26,46,116,4.632981816613852,9,1,2024,6,17,0.0,1.0,0
59,21.0,3.7,6.7,10,43,132,122,7.408974544298927,1,1,2024,4,5,1.0,0.0,1
23,20.83,5.71,8.88,2,28,45,121,8.80165486074137,4,4,2024,3,19,0.0,0.0,1
58,23.15,7.68,8.53,7,70,120,75,7.0264393038678445,8,7,2024,7,4,0.0,1.0,1
24,22.97,5.07,6.11,2,29,51,175,9.713007462277831,7,6,2024,6,19,0.0,0.0,0
58,20.97,4.69,7.73,2,46,106,152,7.831735293433171,1,7,2024,9,8,1.0,0.0,1
51,21.82,3.63,5.82,8,5,63,27,10.00809529849178,1,8,2024,5,4,1.0,0.0,0
35,22.55,3.81,5.26,1,58,62,124,9.402452988584209,1,1,2024,12,20,0.0,1.0,0
53,21.4,5.16,7.76,6,46,249,134,7.840984140952101,8,5,2024,8,25,0.0,0.0,0
58,20.83,4.82,7.99,2,30,3,55,4.430408976777522,7,1,2024,6,21,0.0,1.0,0
24,20.23,3.54,7.31,6,37,174,1,10.932965645118614,5,3,2024,7,22,0.0,0.0,0
50,21.12,4.63,7.51,2,68,284,12,5.879788339619225,9,7,2024,12,15,0.0,0.0,0
59,20.58,3.6,7.02,8,74,5,131,9.337656440172395,8,5,2024,9,22,0.0,0.0,1
24,23.57,4.33,4.76,6,35,144,85,11.116239587104758,3,3,2024,8,29,0.0,0.0,1
43,23.5,7.18,7.68,5,64,62,55,4.592764747635435,1,4,2024,2,18,0.0,1.0,1
43,23.72,8.58,8.86,8,73,228,27,7.419917201477271,9,3,2024,4,30,0.0,0.0,1
56,23.37,6.19,6.83,1,55,284,56,9.23123389735634,1,2,2024,9,20,0.0,0.0,1
28,20.8,5.34,8.54,10,55,113,73,8.6002063035066,6,3,2024,12,14,0.0,1.0,0
42,20.12,2.9,6.78,1,52,121,15,5.148070602883903,1,10,2024,4,18,0.0,1.0,1
40,23.43,7.74,8.3,10,86,229,2,6.562623418180203,2,10,2024,4,14,0.0,1.0,0
18,20.42,3.63,7.21,4,4,115,72,5.138057959766523,7,7,2024,7,9,0.0,1.0,0
40,23.7,6.33,6.63,6,30,16,136,5.254818335170963,6,4,2024,7,24,0.0,1.0,0
35,23.47,6.7,7.24,9,70,13,19,7.403482341684068,3,3,2024,12,28,1.0,0.0,1
25,22.65,3.31,4.66,10,62,35,117,6.615417939372623,4,10,2024,9,1,1.0,0.0,0
41,21.35,3.18,5.83,5,23,281,129,4.681829283399506,7,9,2024,1,21,0.0,0.0,0
20,22.27,6.9,8.63,3,48,148,87,10.998170660492772,4,8,2024,4,8,0.0,0.0,1
57,21.72,4.83,7.11,8,83,138,141,6.539005101865654,1,8,2024,8,14,1.0,0.0,0
43,20.4,5.64,9.24,4,62,207,152,8.490245125708407,10,3,2024,3,30,0.0,1.0,0
18,21.05,3.34,6.29,10,64,123,28,7.564119589993737,1,8,2024,6,26,0.0,1.0,1
32,21.72,6.26,8.55,3,19,251,1,4.377116589029862,7,7,2024,3,9,0.0,1.0,0
47,22.73,7.24,8.51,8,82,124,79,6.3522389644371415,9,3,2024,11,28,0.0,0.0,0
26,21.1,4.31,7.21,10,2,18,129,4.002754943876329,5,1,2024,1,24,0.0,0.0,0
43,20.98,5.2,8.21,5,15,98,8,6.399777430080008,8,10,2024,5,17,0.0,0.0,0
44,22.58,7.04,8.45,9,73,16,105,10.329004721680068,4,7,2024,12,3,0.0,1.0,0
27,21.4,2.11,4.71,4,12,289,126,8.006616338490176,4,8,2024,7,14,1.0,0.0,0
19,20.45,1.18,4.73,1,65,229,153,4.312819482737947,3,3,2024,4,23,0.0,0.0,1
20,21.8,6.52,8.72,7,40,128,53,11.506557586421362,5,7,2024,4,4,0.0,0.0,1
46,23.9,8.88,8.98,4,35,92,111,7.557869203373377,6,5,2024,7,7,1.0,0.0,0
43,20.53,5.72,9.18,4,34,157,109,7.542136288295443,1,9,2024,11,1,0.0,0.0,0
40,20.77,5.34,8.57,3,69,223,128,6.176309252652499,2,10,2024,1,20,1.0,0.0,0
28,22.92,5.05,6.13,1,2,94,148,5.792536375321699,3,8,2024,9,26,0.0,0.0,0
30,23.93,8.09,8.15,4,89,55,62,6.8333103073008745,7,10,2024,9,16,0.0,0.0,1
41,22.85,5.17,6.32,9,69,2,148,9.291776444839682,3,2,2024,11,6,1.0,0.0,0
48,23.48,5.66,6.17,2,43,89,28,10.743400879351515,5,10,2024,6,30,1.0,0.0,1
23,20.58,4.45,7.86,10,29,132,137,4.06380933873194,7,1,2024,9,22,0.0,0.0,0
33,20.03,3.18,7.15,5,54,17,52,11.03382466010887,8,3,2024,10,23,0.0,1.0,0
26,22.17,6.89,8.73,8,27,88,63,9.935227844217556,7,5,2024,10,23,0.0,0.0,0
25,22.42,6.19,7.77,3,39,120,55,4.585116968110069,6,10,2024,10,7,1.0,0.0,0
40,22.47,4.77,6.31,10,45,256,143,6.193833368201808,2,3,2024,10,28,0.0,0.0,0
51,22.7,7.4,8.7,7,19,274,28,11.263380299335369,5,1,2024,7,15,1.0,0.0,1
48,21.18,3.23,6.04,4,48,186,86,4.057712447956463,2,5,2024,4,5,0.0,1.0,1
43,23.02,5.79,6.77,7,45,271,119,9.31287112386423,7,8,2024,7,17,0.0,1.0,0
40,20.72,5.07,8.36,7,43,108,128,6.26152137984835,3,2,2024,2,5,1.0,0.0,0
26,22.22,5.06,6.84,8,83,161,131,5.189538449812827,6,4,2024,1,31,1.0,0.0,1
28,22.3,5.65,7.35,5,26,117,103,4.015884352601062,7,7,2024,11,1,1.0,0.0,0
44,22.88,7.61,8.73,5,3,83,21,7.349384314172125,10,7,2024,2,18,1.0,0.0,0
54,20.83,3.66,6.83,3,61,178,27,4.915862551252287,9,4,2024,4,19,0.0,0.0,1
45,21.13,2.96,5.83,5,64,234,114,7.7686852562059805,8,1,2024,11,28,0.0,0.0,0
54,22.13,5.41,7.27,5,12,202,118,9.946015256900749,1,10,2024,11,2,1.0,0.0,0
30,22.37,6.38,8.01,3,44,46,176,7.02229990717874,1,9,2024,11,21,1.0,0.0,1
56,22.55,3.13,4.58,5,67,190,47,7.066895053902139,1,9,2024,12,7,0.0,1.0,0
45,21.17,6.17,9.01,3,13,208,146,9.838059969085233,3,2,2024,11,12,1.0,0.0,1
56,20.85,4.66,7.81,1,51,94,70,6.37118467646185,4,3,2024,12,10,0.0,0.0,1
44,21.6,5.99,8.39,4,46,88,19,8.604044614224353,2,6,2024,4,11,1.0,0.0,0
57,20.47,4.76,8.29,9,57,130,29,10.100327973030003,3,10,2024,3,29,0.0,1.0,1
23,21.95,7.09,9.14,6,17,248,91,9.794636567257076,4,2,2024,5,3,0.0,1.0,1
45,23.07,7.93,8.86,5,36,172,179,8.604990004697582,7,3,2024,10,25,1.0,0.0,0
28,20.25,4.9,8.65,7,15,94,158,10.866888819138868,7,2,2024,5,11,0.0,0.0,0
19,21.68,6.43,8.75,5,39,143,175,10.50347299920128,6,2,2024,5,27,0.0,0.0,0
24,21.58,2.19,4.61,10,10,206,92,4.896225242506657,6,10,2024,10,26,0.0,0.0,0
43,23.1,7.58,8.48,8,23,296,50,6.08741172574084,5,3,2024,1,22,0.0,0.0,0
47,20.48,3.71,7.23,9,23,103,42,8.708901975325457,6,10,2024,6,19,0.0,1.0,0
47,20.23,3.29,7.05,10,28,80,57,9.39460579544841,6,9,2024,2,23,0.0,1.0,0
19,23.62,8.07,8.45,9,36,246,117,8.127056946637367,2,8,2024,11,5,1.0,0.0,0
32,22.13,3.37,5.23,1,78,147,56,9.668114042070709,9,9,2024,11,14,0.0,0.0,1
54,21.63,3.94,6.31,3,40,105,170,5.939893544673749,7,2,2024,8,24,0.0,0.0,0
25,20.95,4.61,7.66,10,5,19,135,7.948129090575416,6,8,2024,5,31,0.0,1.0,0
39,22.33,4.78,6.44,7,5,177,43,5.710024858395865,3,8,2024,1,14,1.0,0.0,0
26,23.77,9.23,9.46,8,12,180,52,4.411459552299784,3,8,2024,3,9,1.0,0.0,0
48,20.63,5.92,9.29,6,79,93,67,7.492354463692185,7,5,2024,3,18,0.0,0.0,0
25,22.02,5.59,7.58,5,0,165,59,10.086992416618196,2,1,2024,11,17,0.0,0.0,1
35,20.28,0.98,4.7,9,53,247,173,7.663192776611851,4,8,2024,11,24,0.0,1.0,1
59,23.17,7.01,7.84,9,83,105,118,6.981620670035512,4,1,2024,5,18,0.0,0.0,1
44,20.9,1.92,5.02,5,21,189,18,7.314875610407369,2,7,2024,5,10,0.0,1.0,0
57,21.55,3.94,6.39,7,70,134,145,6.227978484626967,7,1,2024,8,5,1.0,0.0,1
45,23.52,6.12,6.61,5,48,166,37,7.3906998790979905,8,4,2024,11,30,0.0,0.0,0
38,20.67,2.08,5.42,6,54,43,90,5.602679626175096,7,10,2024,6,11,1.0,0.0,1
46,23.67,4.76,5.09,3,81,114,122,4.54107900960997,6,9,2024,12,2,0.0,1.0,0
31,20.35,0.94,4.59,6,37,72,85,5.934258622264848,4,6,2024,2,3,1.0,0.0,1
44,20.38,2.89,6.5,1,29,185,167,4.067163936673134,7,1,2024,8,27,1.0,0.0,0
48,21.42,2.77,5.35,1,12,254,54,11.249831497214972,9,8,2024,3,5,0.0,1.0,0
47,22.43,4.34,5.9,1,39,13,73,9.261244872149785,10,3,2024,3,24,0.0,0.0,1
56,22.62,4.26,5.64,7,55,131,8,8.639934056280937,5,1,2024,4,4,0.0,1.0,0
50,21.25,2.28,5.03,8,82,33,137,9.251206825708373,2,3,2024,10,10,1.0,0.0,0
46,20.22,4.02,7.8,6,86,140,155,4.268114458762872,7,9,2024,8,1,1.0,0.0,1
27,22.65,7.28,8.63,4,69,110,176,4.66247223175242,7,8,2024,5,21,1.0,0.0,0
36,22.03,6.58,8.55,6,5,120,10,9.56399263236256,7,8,2024,11,2,0.0,0.0,1
25,20.68,4.63,7.95,5,16,21,77,10.578896952661704,6,6,2024,8,2,1.0,0.0,0
35,21.1,6.25,9.15,9,58,198,112,10.85337673563534,5,8,2024,6,9,0.0,1.0,0
18,21.5,4.34,6.84,5,18,196,117,4.98643364470435,3,7,2024,9,4,0.0,0.0,1
36,22.62,6.12,7.5,4,36,44,80,7.255768243424057,2,9,2024,7,23,1.0,0.0,0
18,21.28,3.66,6.37,7,73,101,70,9.391138891063555,9,9,2024,5,2,1.0,0.0,0
24,20.57,2.37,5.81,2,42,30,79,10.541591511565962,1,3,2024,1,27,1.0,0.0,0
24,20.17,0.78,4.61,2,56,173,69,5.164497981828989,10,4,2024,11,5,0.0,0.0,1
59,22.05,3.37,5.32,8,76,100,95,11.319557030780087,1,9,2024,11,25,1.0,0.0,1
30,22.95,7.09,8.14,3,29,69,70,4.510508723243733,6,3,2024,7,21,0.0,0.0,0
58,21.22,5.61,8.4,10,25,17,3,6.084185579566,5,6,2024,11,19,0.0,0.0,1
